[0 0 0] 0 [-0.8468097984399411, 0.05292561240249632, 0.5292561240249631] => 10
[0 0 0] 0 [-0.8458888522202896, 0.07049073768502413, 0.528680532637681] => 10
[0 0 0] 0 [-0.8447091817509048, 0.08799053976571924, 0.5279432385943155] => 10
[0 0 0] 0 [-0.8432740427115678, 0.10540925533894598, 0.5270462766947298] => 10
[0 0 0] 0 [-0.8415873631930667, 0.12273149046565555, 0.5259921019956667] => 10
[0 0 0] 0 [-0.8396537142495835, 0.1399422857082639, 0.5247835714059896] => 10
[0 0 0] 0 [-0.8374782761443419, 0.1570271767770641, 0.5234239225902136] => 10
[0 0 0] 0 [-0.8350668007670652, 0.17397225015980525, 0.5219167504794158] => 10
[0 0 0] 0 [-0.8324255707431552, 0.19076419329530636, 0.5202659817144719] => 10
[0 0 0] 0 [-0.8295613557843402, 0.20739033894608505, 0.5184758473652126] => 10
[0 0 0] 0 [-0.8264813668486415, 0.22383870352150706, 0.5165508542804009] => 10
[0 0 0] 0 [-0.8231932086840424, 0.24009801919951235, 0.5144957554275265] => 10
[0 0 0] 0 [-0.8197048313256959, 0.25615775978927996, 0.5123155195785599] => 10
[0 0 0] 0 [-0.816024481101655, 0.2720081603672183, 0.5100153006885344] => 10
[0 0 0] 0 [-0.8121606516779684, 0.28764023080261375, 0.5076004072987302] => 10
[0 0 0] 0 [-0.8081220356417687, 0.3030457633656632, 0.5050762722761053] => 10
[0 0 0] 0 [-0.8039174770820225, 0.31821733467830055, 0.502448423176264] => 10
[0 0 0] 0 [-0.7995559255833233, 0.3331483023263847, 0.4997224534895771] => 10
[0 0 0] 0 [-0.7950463919999251, 0.3478327964999672, 0.4969039949999532] => 10
[0 0 0] 0 [-0.790397906326541, 0.36226570706633127, 0.49399869145408815] => 10
[0 0 0] 0 [-0.7856194779305933, 0.37644266650840924, 0.49101217370662076] => 10
[0 0 0] 0 [-0.7807200583588265, 0.39036002917941326, 0.48795003647426655] => 10
[0 0 0] 0 [-0.7757085068805841, 0.4040148473336376, 0.48481781680036506] => 10
[0 0 0] 0 [-0.7705935588815227, 0.4174048443941581, 0.48162097430095163] => 10
[0 0 0] 0 [-0.7653837971759038, 0.4305283859114458, 0.4783648732349398] => 10
[0 0 0] 0 [-0.7600876262634436, 0.44338444865367543, 0.4750547664146523] => 10
[0 0 0] 0 [-0.7547132495184935, 0.4559725882507565, 0.4716957809490584] => 10
[0 0 0] 0 [-0.7492686492653552, 0.468292905790847, 0.468292905790847] => 10
[0 0 0] 0 [-0.743761569663964, 0.4803460137413101, 0.46485098103997746] => 10
[0 0 0] 0 [-0.738199502305038, 0.492133001536692, 0.4613746889406487] => 10
[0 0 0] 0 [-0.7325896743930082, 0.5036554011451931, 0.4578685464956301] => 10
[0 0 0] 0 [-0.7269390393784593, 0.5149151528930752, 0.454336899611537] => 10
[0 0 0] 0 [-0.7212542698891778, 0.5259145717941922, 0.4507839186807361] => 10
[0 0 0] 0 [-0.7155417527999327, 0.5366563145999494, 0.4472135954999579] => 10
[0 0 0] 0 [-0.7098075862754798, 0.5471433477540156, 0.4436297414221748] => 10
[0 0 0] 0 [-0.7040575786186289, 0.5573789164064146, 0.44003598663664306] => 10
[0 0 0] 0 [-0.6982972487551755, 0.5673665146135801, 0.43643578047198467] => 10
[0 0 0] 0 [-0.6925318281897136, 0.5771098568247612, 0.4328323926185709] => 10
[0 0 0] 0 [-0.6867662642704725, 0.5866128507310286, 0.4292289151690453] => 10
[0 0 0] 0 [-0.6810052246069989, 0.5958795715311239, 0.42562826537937426] => 10
[0 0 0] 0 [-0.6752531024914306, 0.6049142376485732, 0.42203318905714404] => 10
[0 0 0] 0 [-0.6695140231820048, 0.6137211879168377, 0.418446264488753] => 10
[0 0 0] 0 [-0.6637918509160178, 0.6223048602337666, 0.4148699068225111] => 10
[0 0 0] 0 [-0.6580901965284982, 0.6306697716731441, 0.41130637283031135] => 10
[0 0 0] 0 [-0.6524124255621561, 0.6388205000296111, 0.4077577659763475] => 10
[0 0 0] 0 [-0.6467616667635546, 0.6467616667635546, 0.4042260417272216] => 10
[0 0 0] 0 [-0.6411408208697592, 0.6544979213045459, 0.4007130130435995] => 10
[0 0 0] 0 [-0.6275598317971692, -0.6676168423374141, 0.4005701054024485] => 10
[0 0 0] 0 [-0.633172520736911, -0.6601160322576306, 0.40415267281079426] => 10
[0 0 0] 0 [-0.6388205000296111, -0.6524124255621561, 0.4077577659763475] => 10
[0 0 0] 0 [-0.6445011423202054, -0.6445011423202054, 0.4113837078639609] => 10
[0 0 0] 0 [-0.6502115960341102, -0.6363773067567887, 0.4150286783196448] => 10
[0 0 0] 0 [-0.6559487756374166, -0.6280360617805053, 0.4186907078536702] => 10
[0 0 0] 0 [-0.66170935205768, -0.6194725849050621, 0.4223676715261787] => 10
[0 0 0] 0 [-0.6674897433540503, -0.6106821056217908, 0.42605728299194706] => 10
[0 0 0] 0 [-0.6732861057355057, -0.6016599242742817, 0.4297570887673441] => 10
[0 0 0] 0 [-0.6790943250362581, -0.5924014324784379, 0.43346446278910095] => 10
[0 0 0] 0 [-0.6849100087678868, -0.5829021351216057, 0.43717660134120434] => 10
[0 0 0] 0 [-0.6907284788782617, -0.5731576739628129, 0.44089051843293303] => 10
[0 0 0] 0 [-0.6965447653576586, -0.5631638528423623, 0.44460304171765447] => 10
